Address,Place,City,State,Phone,Zip,CountryCode,Country,Location,Latitude,Longitude,geometry
"['Street:  Bangsar Baru, Bangsar,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60322847523', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']","Bangsar Baru, Bangsar,",Kuala Lumpur,Wilayah Persekutuan,60322847523,59100,60,Malaysia,"Bangsar Baru, Bangsar,, Kuala Lumpur, Wilayah Persekutuan",3.13061465,101.6713137452589,POINT (101.6713137452589 3.13061465)
"['Street:  171 Jln Seroja 39 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07353-0630', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",171 Jln Seroja 39 Taman Jaya,Johor Bahru,Johor,07353-0630,81100,60,Malaysia,"171 Jln Seroja 39 Taman Jaya, Johor Bahru, Johor",1.5363849,103.7982644,POINT (103.7982644 1.5363849)
"['Street:  1570-A Lorong Rahmat, Bukit Besar,', 'City:   Kuala Terengganu', 'State/province/area:    Terengganu', 'Phone number  +60 (0)89 776888', 'Zip code  21100', 'Country calling code  +60', 'Country  Malaysia']","1570-A Lorong Rahmat, Bukit Besar,",Kuala Terengganu,Terengganu,+60 (0)89 776888,21100,60,Malaysia,"1570-A Lorong Rahmat, Bukit Besar,, Kuala Terengganu, Terengganu",5.2969814,103.1452878,POINT (103.1452878 5.2969814)
"['Street:  287 1 Jln Tabuan Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08224-1295', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",287 1 Jln Tabuan Kuching,Kuching,Sarawak,08224-1295,93100,60,Malaysia,"287 1 Jln Tabuan Kuching, Kuching, Sarawak",1.5428412,110.3545781,POINT (110.3545781 1.5428412)
"['Street:  No 7452 Jalan Kebun', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 51611037', 'Zip code  42450', 'Country calling code  +60', 'Country  Malaysia']",No 7452 Jalan Kebun,Klang,Selangor,(603) 51611037,42450,60,Malaysia,"No 7452 Jalan Kebun, Klang, Selangor",3.0280249,101.4790303,POINT (101.4790303 3.0280249)
"['Street:  Pandamaran, Port ,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  331342898', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']","Pandamaran, Port ,",Klang,Selangor,331342898,42000,60,Malaysia,"Pandamaran, Port ,, Klang, Selangor",3.0092085,101.4163812,POINT (101.4163812 3.0092085)
"['Street:  233 G Jln Abell Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  46242-6146', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",233 G Jln Abell Kuching,Kuching,Sarawak,46242-6146,93100,60,Malaysia,"233 G Jln Abell Kuching, Kuching, Sarawak",1.5568262,110.3545286,POINT (110.3545286 1.5568262)
"['Street:  No. 1 Jalan Tun Ismail 9', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  6095142222', 'Zip code  25000', 'Country calling code  +60', 'Country  Malaysia']",No. 1 Jalan Tun Ismail 9,Kuantan,Pahang,6095142222,25000,60,Malaysia,"No. 1 Jalan Tun Ismail 9, Kuantan, Pahang",3.814959,103.3306487,POINT (103.3306487 3.814959)
"['Street:  Plaza Angsana, Jalan Tampoi,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07-235-3378', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']","Plaza Angsana, Jalan Tampoi,",Johor Bahru,Johor,07-235-3378,81200,60,Malaysia,"Plaza Angsana, Jalan Tampoi,, Johor Bahru, Johor",1.4957107,103.7036065,POINT (103.7036065 1.4957107)
"['Street:  30A Jalan 10, Taman Batu,', 'City:   Batu Caves', 'State/province/area:    Selangor', 'Phone number  +60 (0)9 619-2334', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']","30A Jalan 10, Taman Batu,",Batu Caves,Selangor,+60 (0)9 619-2334,68100,60,Malaysia,"30A Jalan 10, Taman Batu,, Batu Caves, Selangor",3.234603,101.7044533,POINT (101.7044533 3.234603)
"['Street:  87 Jalan Molek 3/1 Taman Molek', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3544229', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",87 Jalan Molek 3/1 Taman Molek,Johor Bahru,Johor,(607) 3544229,81100,60,Malaysia,"87 Jalan Molek 3/1 Taman Molek, Johor Bahru, Johor",1.5240202,103.7867061,POINT (103.7867061 1.5240202)
"['Street:  B 23 Jln Tiara 3 Bandar Baru', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033344-0336', 'Zip code  41150', 'Country calling code  +60', 'Country  Malaysia']",B 23 Jln Tiara 3 Bandar Baru,Klang,Selangor,033344-0336,41150,60,Malaysia,"B 23 Jln Tiara 3 Bandar Baru, Klang, Selangor",3.064813,101.4683484,POINT (101.4683484 3.064813)
"['Street:  57 Jalan Bercham', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05548-3223', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",57 Jalan Bercham,Ipoh,Perak,05548-3223,31400,60,Malaysia,"57 Jalan Bercham, Ipoh, Perak",4.6588685,101.1431605,POINT (101.1431605 4.6588685)
"['Street:  4 1/2 Mile', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  082-451567/017/458854', 'Zip code  93250', 'Country calling code  +60', 'Country  Malaysia']",4 1/2 Mile,Kuching,Sarawak,082-451567/017/458854,93250,60,Malaysia,"4 1/2 Mile, Kuching, Sarawak",1.5200548,110.3349193901287,POINT (110.3349193901287 1.5200548)
"['Street:  Persiaran Pegaga, Taman Bayu perdana,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-33285985', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']","Persiaran Pegaga, Taman Bayu perdana,",Klang,Selangor,03-33285985,41200,60,Malaysia,"Persiaran Pegaga, Taman Bayu perdana,, Klang, Selangor",3.0173461,101.4323464,POINT (101.4323464 3.0173461)
"['Street:  280 JLN TEMIANG', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  08863-8988', 'Zip code  70200', 'Country calling code  +60', 'Country  Malaysia']",280 JLN TEMIANG,Seremban,Negeri Sembilan,08863-8988,70200,60,Malaysia,"280 JLN TEMIANG, Seremban, Negeri Sembilan",2.7330919,101.9377587,POINT (101.9377587 2.7330919)
"['Street:  Jalan SS 21/39, Damansara Utama,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7725-5586', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS 21/39, Damansara Utama,",Petaling Jaya,Selangor,03-7725-5586,47400,60,Malaysia,"Jalan SS 21/39, Damansara Utama,, Petaling Jaya, Selangor",3.137155,101.6215557,POINT (101.6215557 3.137155)
"['Street:  3 JLN 51/203 SEKSYEN 51 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037781-3471', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']",3 JLN 51/203 SEKSYEN 51 Petaling Jaya,Petaling Jaya,Selangor,037781-3471,46050,60,Malaysia,"3 JLN 51/203 SEKSYEN 51 Petaling Jaya, Petaling Jaya, Selangor",3.0871333,101.6294548,POINT (101.6294548 3.0871333)
"['Street:  NO.9A, JALAN JEJAKA 7,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-92838119 / 03-92196119', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']","NO.9A, JALAN JEJAKA 7,",Kuala Lumpur,Wilayah Persekutuan,03-92838119 / 03-92196119,55100,60,Malaysia,"NO.9A, JALAN JEJAKA 7,, Kuala Lumpur, Wilayah Persekutuan",3.1285763,101.7308732,POINT (101.7308732 3.1285763)
"['Street:  29/31 Jalan Raja Chulan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032031-1274', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",29/31 Jalan Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,032031-1274,50200,60,Malaysia,"29/31 Jalan Raja Chulan, Kuala Lumpur, Wilayah Persekutuan",3.1505965,101.7064066,POINT (101.7064066 3.1505965)
"['Street:  37-1 Jln 9/62A Bandar Menjalara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-6939', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",37-1 Jln 9/62A Bandar Menjalara,Kuala Lumpur,Wilayah Persekutuan,036272-6939,52200,60,Malaysia,"37-1 Jln 9/62A Bandar Menjalara, Kuala Lumpur, Wilayah Persekutuan",3.1951825,101.6323254,POINT (101.6323254 3.1951825)
"['Street:  G 73 Jln Yam Tuan', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-5376', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",G 73 Jln Yam Tuan,Seremban,Negeri Sembilan,06762-5376,70000,60,Malaysia,"G 73 Jln Yam Tuan, Seremban, Negeri Sembilan",2.7225361,101.9412247,POINT (101.9412247 2.7225361)
"['Street:  171 Jln Tun H S Lee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-7039', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",171 Jln Tun H S Lee,Kuala Lumpur,Wilayah Persekutuan,032070-7039,50000,60,Malaysia,"171 Jln Tun H S Lee, Kuala Lumpur, Wilayah Persekutuan",3.1402101,101.6966326,POINT (101.6966326 3.1402101)
"['Street:  49 Jln Desa Maju Taman Desa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037983-1099', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']",49 Jln Desa Maju Taman Desa,Kuala Lumpur,Wilayah Persekutuan,037983-1099,58100,60,Malaysia,"49 Jln Desa Maju Taman Desa, Kuala Lumpur, Wilayah Persekutuan",3.1067252,101.686326,POINT (101.686326 3.1067252)
"['Street:  7A Persiaran Greentown 8', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 2414132', 'Zip code  30450', 'Country calling code  +60', 'Country  Malaysia']",7A Persiaran Greentown 8,Ipoh,Perak,(605) 2414132,30450,60,Malaysia,"7A Persiaran Greentown 8, Ipoh, Perak",4.5997508,101.0956712,POINT (101.0956712 4.5997508)
"['Street:  20 Jln Sutera Taman Sentosa', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07335-0139', 'Zip code  80150', 'Country calling code  +60', 'Country  Malaysia']",20 Jln Sutera Taman Sentosa,Johor Bahru,Johor,07335-0139,80150,60,Malaysia,"20 Jln Sutera Taman Sentosa, Johor Bahru, Johor",1.4938413,103.7782233,POINT (103.7782233 1.4938413)
"['Street:  Jalan Utama 2/32, Taman Perindustrian Puchong Utama,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8063-3627', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Utama 2/32, Taman Perindustrian Puchong Utama,",Puchong,Selangor,+60 (0)3 8063-3627,47100,60,Malaysia,"Jalan Utama 2/32, Taman Perindustrian Puchong Utama,, Puchong, Selangor",3.0000069,101.6079503,POINT (101.6079503 3.0000069)
"['Street:  440 Jalan Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034023-4340', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",440 Jalan Pahang,Kuala Lumpur,Wilayah Persekutuan,034023-4340,53000,60,Malaysia,"440 Jalan Pahang, Kuala Lumpur, Wilayah Persekutuan",3.1875338,101.7032507,POINT (101.7032507 3.1875338)
"['Street:  A 262 Jln Tun Sambanthan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032273-6293', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",A 262 Jln Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,032273-6293,50470,60,Malaysia,"A 262 Jln Tun Sambanthan, Kuala Lumpur, Wilayah Persekutuan",3.1277079,101.6834451,POINT (101.6834451 3.1277079)
"['Street:  No. 1913, Taman Chendering,', 'City:   Kuala Terengganu', 'State/province/area:    Terengganu', 'Phone number  +60 (0)9 616-1150', 'Zip code  21080', 'Country calling code  +60', 'Country  Malaysia']","No. 1913, Taman Chendering,",Kuala Terengganu,Terengganu,+60 (0)9 616-1150,21080,60,Malaysia,"No. 1913, Taman Chendering,, Kuala Terengganu, Terengganu",5.2608824,103.17041545405057,POINT (103.17041545405057 5.2608824)
"['Street:  22 JLN SERAMPANG TAMAN PELANGI', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07333-9935', 'Zip code  80400', 'Country calling code  +60', 'Country  Malaysia']",22 JLN SERAMPANG TAMAN PELANGI,Johor Bahru,Johor,07333-9935,80400,60,Malaysia,"22 JLN SERAMPANG TAMAN PELANGI, Johor Bahru, Johor",1.4844033,103.7793898,POINT (103.7793898 1.4844033)
"['Street:  9 Persiaran Pinggir Rapat 3 Taman Saikat', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5060656', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",9 Persiaran Pinggir Rapat 3 Taman Saikat,Ipoh,Perak,(605) 5060656,31350,60,Malaysia,"9 Persiaran Pinggir Rapat 3 Taman Saikat, Ipoh, Perak",4.5664564,101.1191267,POINT (101.1191267 4.5664564)
"['Street:  25 Jln Batu Geliga 3 Taman Melewar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036186-5637', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",25 Jln Batu Geliga 3 Taman Melewar,Kuala Lumpur,Wilayah Persekutuan,036186-5637,68100,60,Malaysia,"25 Jln Batu Geliga 3 Taman Melewar, Kuala Lumpur, Wilayah Persekutuan",3.2206188,101.6998885,POINT (101.6998885 3.2206188)
"['Street:  No. 119 Jln Bukit', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  278736-6527', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",No. 119 Jln Bukit,Kajang,Selangor,278736-6527,43000,60,Malaysia,"No. 119 Jln Bukit, Kajang, Selangor",2.9792175,101.7906357,POINT (101.7906357 2.9792175)
"['Street:  32 Jln Mendaling', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038736-3394', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",32 Jln Mendaling,Kajang,Selangor,038736-3394,43000,60,Malaysia,"32 Jln Mendaling, Kajang, Selangor",2.9923118,101.7867573,POINT (101.7867573 2.9923118)
"['Street:  Taman Sains 1, Kota Damansara Petaling Jaya,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603-61572799', 'Zip code  47810', 'Country calling code  +60', 'Country  Malaysia']","Taman Sains 1, Kota Damansara Petaling Jaya,",Petaling Jaya,Selangor,603-61572799,47810,60,Malaysia,"Taman Sains 1, Kota Damansara Petaling Jaya,, Petaling Jaya, Selangor",3.1546402000000002,101.56853096574318,POINT (101.56853096574318 3.1546402000000002)
"['Street:  No. 61 Jln 109E Taman Desa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037981-7269', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']",No. 61 Jln 109E Taman Desa,Kuala Lumpur,Wilayah Persekutuan,037981-7269,58100,60,Malaysia,"No. 61 Jln 109E Taman Desa, Kuala Lumpur, Wilayah Persekutuan",3.0983219,101.6788812,POINT (101.6788812 3.0983219)
"['Street:  1 37 Jln Manis 3 Taman Segar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039130-8990', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",1 37 Jln Manis 3 Taman Segar,Kuala Lumpur,Wilayah Persekutuan,039130-8990,56100,60,Malaysia,"1 37 Jln Manis 3 Taman Segar, Kuala Lumpur, Wilayah Persekutuan",3.089701,101.7432195,POINT (101.7432195 3.089701)
"['Street:  Jalan PJS 11/15, Bandar Sunway,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-74921085', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']","Jalan PJS 11/15, Bandar Sunway,",Petaling Jaya,Selangor,03-74921085,46150,60,Malaysia,"Jalan PJS 11/15, Bandar Sunway,, Petaling Jaya, Selangor",3.0735154,101.6086713,POINT (101.6086713 3.0735154)
"['Street:  A 4 Jln Kemuja', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032283-6267', 'Zip code  59000', 'Country calling code  +60', 'Country  Malaysia']",A 4 Jln Kemuja,Kuala Lumpur,Wilayah Persekutuan,032283-6267,59000,60,Malaysia,"A 4 Jln Kemuja, Kuala Lumpur, Wilayah Persekutuan",3.1293258,101.6793759,POINT (101.6793759 3.1293258)
"[""Street:  Jalan 1/70C, Mont' Kiara,"", 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-6204-5617', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']","Jalan 1/70C, Mont' Kiara,",Kuala Lumpur,Wilayah Persekutuan,03-6204-5617,50480,60,Malaysia,"Jalan 1/70C, Mont' Kiara,, Kuala Lumpur, Wilayah Persekutuan",3.1695953,101.6540345,POINT (101.6540345 3.1695953)
"['Street:  C 136 JLN GOPENG', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05312-0690', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",C 136 JLN GOPENG,Ipoh,Perak,05312-0690,31350,60,Malaysia,"C 136 JLN GOPENG, Ipoh, Perak",4.559199,101.1122133,POINT (101.1122133 4.559199)
"['Street:  34, Jalan USJ 11/2G, UEP', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  03-56369110 / 012-3704884 (Jenn40', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']","34, Jalan USJ 11/2G, UEP",Subang Jaya,Selangor,03-56369110 / 012-3704884 (Jenn40,47620,60,Malaysia,"34, Jalan USJ 11/2G, UEP, Subang Jaya, Selangor",3.0427562,101.5811975,POINT (101.5811975 3.0427562)
"['Street:  19D, Damai Plaza,', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  6088210386', 'Zip code  88300', 'Country calling code  +60', 'Country  Malaysia']","19D, Damai Plaza,",Kota Kinabalu,Sabah,6088210386,88300,60,Malaysia,"19D, Damai Plaza,, Kota Kinabalu, Sabah",5.9601675,116.088506,POINT (116.088506 5.9601675)
"['Street:  37 Jln Tun Abdul Aziz', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038736-5863', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",37 Jln Tun Abdul Aziz,Kajang,Selangor,038736-5863,43000,60,Malaysia,"37 Jln Tun Abdul Aziz, Kajang, Selangor",2.9916001,101.7899004,POINT (101.7899004 2.9916001)
"['Street:  No. 11 Jln Telawi Bangsar Baru Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  30322840130', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",No. 11 Jln Telawi Bangsar Baru Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,30322840130,59100,60,Malaysia,"No. 11 Jln Telawi Bangsar Baru Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan",3.1294687,101.6701369,POINT (101.6701369 3.1294687)
"['Street:  G 94 Jln Kapitan Tam Yeong', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06761-7653', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",G 94 Jln Kapitan Tam Yeong,Seremban,Negeri Sembilan,06761-7653,70000,60,Malaysia,"G 94 Jln Kapitan Tam Yeong, Seremban, Negeri Sembilan",2.7287517,101.9403858,POINT (101.9403858 2.7287517)
"['Street:  42 Tingkat 3 Taman', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5452039', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",42 Tingkat 3 Taman,Ipoh,Perak,(605) 5452039,31400,60,Malaysia,"42 Tingkat 3 Taman, Ipoh, Perak",4.6047295,101.1202713,POINT (101.1202713 4.6047295)
"['Street:  10 Jln Khoo Teik Ee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-8383', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",10 Jln Khoo Teik Ee,Kuala Lumpur,Wilayah Persekutuan,032148-8383,55100,60,Malaysia,"10 Jln Khoo Teik Ee, Kuala Lumpur, Wilayah Persekutuan",3.1442228,101.7144289,POINT (101.7144289 3.1442228)
"['Street:  Jalan Kenari 17D, Bandar Puchong Jaya,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8076-1358', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kenari 17D, Bandar Puchong Jaya,",Puchong,Selangor,+60 (0)3 8076-1358,47100,60,Malaysia,"Jalan Kenari 17D, Bandar Puchong Jaya,, Puchong, Selangor",3.0470651,101.6240107,POINT (101.6240107 3.0470651)
"['Street:  Plaza Damansara, Bukit Damansara,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2097-3190', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']","Plaza Damansara, Bukit Damansara,",Kuala Lumpur,Wilayah Persekutuan,03-2097-3190,50490,60,Malaysia,"Plaza Damansara, Bukit Damansara,, Kuala Lumpur, Wilayah Persekutuan",3.1490442,101.653142,POINT (101.653142 3.1490442)
"['Street:  20-1 A Jln Pjs 3/36 Taman Sri Manja', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037784-4739', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",20-1 A Jln Pjs 3/36 Taman Sri Manja,Petaling Jaya,Selangor,037784-4739,46000,60,Malaysia,"20-1 A Jln Pjs 3/36 Taman Sri Manja, Petaling Jaya, Selangor",3.0743325,101.6432397,POINT (101.6432397 3.0743325)
"['Street:  212A Jalan Bercham Taman Ria', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5450865', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",212A Jalan Bercham Taman Ria,Ipoh,Perak,(605) 5450865,31400,60,Malaysia,"212A Jalan Bercham Taman Ria, Ipoh, Perak",4.6257469,101.1214491,POINT (101.1214491 4.6257469)
"['Street:  Jalan Industri Pbp 3/1, Taman Industri Pusat Bandar Puchong,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8076-2946', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Industri Pbp 3/1, Taman Industri Pusat Bandar Puchong,",Puchong,Selangor,+60 (0)3 8076-2946,47100,60,Malaysia,"Jalan Industri Pbp 3/1, Taman Industri Pusat Bandar Puchong,, Puchong, Selangor",3.0122052,101.6148004,POINT (101.6148004 3.0122052)
"['Street:  22 Jln Tun Sambanthan 3', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032274-9079', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",22 Jln Tun Sambanthan 3,Kuala Lumpur,Wilayah Persekutuan,032274-9079,50470,60,Malaysia,"22 Jln Tun Sambanthan 3, Kuala Lumpur, Wilayah Persekutuan",3.1353272,101.6911812,POINT (101.6911812 3.1353272)
"['Street:  Jalan 9/9C, Seksyen 9,', 'City:   Bandar Baru Bangi', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 4142-9083', 'Zip code  43650', 'Country calling code  +60', 'Country  Malaysia']","Jalan 9/9C, Seksyen 9,",Bandar Baru Bangi,Selangor,+60 (0)3 4142-9083,43650,60,Malaysia,"Jalan 9/9C, Seksyen 9,, Bandar Baru Bangi, Selangor",2.9601847,101.7521304,POINT (101.7521304 2.9601847)
"['Street:  241 Jalan Parameswara (Bandar Hilir)', 'City:  Bandar Melaka', 'State/province/area:    Malacca', 'Phone number  606-2824063', 'Zip code  75000', 'Country calling code  +60', 'Country  Malaysia']",241 Jalan Parameswara (Bandar Hilir),City:  Bandar Melaka,Malacca,606-2824063,75000,60,Malaysia,"241 Jalan Parameswara (Bandar Hilir), City:  Bandar Melaka, Malacca",2.1910157,102.252238,POINT (102.252238 2.1910157)
"['Street:  No. 683 Jln Tasek Taman Musim Bunga', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05547-3291', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",No. 683 Jln Tasek Taman Musim Bunga,Ipoh,Perak,05547-3291,31400,60,Malaysia,"No. 683 Jln Tasek Taman Musim Bunga, Ipoh, Perak",4.6497472,101.1055979,POINT (101.1055979 4.6497472)
"['Street:  No. 6 A Jln Tun Mohd Fuad 1 Taman Tun Dr Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037728-6534', 'Zip code  60000', 'Country calling code  +60', 'Country  Malaysia']",No. 6 A Jln Tun Mohd Fuad 1 Taman Tun Dr Ismail,Kuala Lumpur,Wilayah Persekutuan,037728-6534,60000,60,Malaysia,"No. 6 A Jln Tun Mohd Fuad 1 Taman Tun Dr Ismail, Kuala Lumpur, Wilayah Persekutuan",3.1414182,101.6290572,POINT (101.6290572 3.1414182)
"['Street:  5 Jln Kuyow Pekan Sungai Besi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039058-5843', 'Zip code  57000', 'Country calling code  +60', 'Country  Malaysia']",5 Jln Kuyow Pekan Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,039058-5843,57000,60,Malaysia,"5 Jln Kuyow Pekan Sungai Besi, Kuala Lumpur, Wilayah Persekutuan",3.0630557,101.7088455,POINT (101.7088455 3.0630557)
"['Street:  No. 8 Jln Bukit Pantai Taman Bukit Pantai Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60322960138', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",No. 8 Jln Bukit Pantai Taman Bukit Pantai Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,60322960138,59100,60,Malaysia,"No. 8 Jln Bukit Pantai Taman Bukit Pantai Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan",3.1283572,101.6647714,POINT (101.6647714 3.1283572)
"['Street:  Lot & 26327', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  603-33726333/33710742', 'Zip code  26326', 'Country calling code  +60', 'Country  Malaysia']",Lot & 26327,Klang,Selangor,603-33726333/33710742,26326,60,Malaysia,"Lot & 26327, Klang, Selangor",2.9630697,101.5175022,POINT (101.5175022 2.9630697)
"['Street:  34 Jln Dato Toh Ah Boon Kampung Baru Tampoi', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07236-3811', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",34 Jln Dato Toh Ah Boon Kampung Baru Tampoi,Johor Bahru,Johor,07236-3811,81200,60,Malaysia,"34 Jln Dato Toh Ah Boon Kampung Baru Tampoi, Johor Bahru, Johor",1.4978357,103.7014963,POINT (103.7014963 1.4978357)
