Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  4-B Jalan Silang (Cross Street)', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  (603) 2531073', 'Zip code  30000', 'Country calling code  +60', 'Country  Malaysia']",4-B Jalan Silang (Cross Street),City:  Ipoh,Perak,(603) 2531073,30000,+60,Malaysia,"4-B Jalan Silang (Cross Street), City:  Ipoh, Perak"
"['Street:  2826 1 Jln Penrissen Batu 3 1/4 Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08257-6170', 'Zip code  93250', 'Country calling code  +60', 'Country  Malaysia']",2826 1 Jln Penrissen Batu 3 1/4 Kuching,Kuching,Sarawak,08257-6170,93250,+60,Malaysia,"2826 1 Jln Penrissen Batu 3 1/4 Kuching, Kuching, Sarawak"
"['Street:  Blok G 47-4 Jln Pju 1/37 Prima Square Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037806-2037', 'Zip code  46500', 'Country calling code  +60', 'Country  Malaysia']",Blok G 47-4 Jln Pju 1/37 Prima Square Petaling Jaya,Petaling Jaya,Selangor,037806-2037,46500,+60,Malaysia,"Blok G 47-4 Jln Pju 1/37 Prima Square Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  571 Jln Jelapang Kampung Baru Jelapang', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05527-3191', 'Zip code  30020', 'Country calling code  +60', 'Country  Malaysia']",571 Jln Jelapang Kampung Baru Jelapang,Ipoh,Perak,05527-3191,30020,+60,Malaysia,"571 Jln Jelapang Kampung Baru Jelapang, Ipoh, Perak"
"['Street:  M Wisma Mca Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032166-6777', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",M Wisma Mca Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,032166-6777,50450,+60,Malaysia,"M Wisma Mca Jln Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  92 Jln Transfer Georgetown', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  6042262038', 'Zip code  10050', 'Country calling code  +60', 'Country  Malaysia']",92 Jln Transfer Georgetown,Georgetown,Pulau Pinang,6042262038,10050,+60,Malaysia,"92 Jln Transfer Georgetown, Georgetown, Pulau Pinang"
"['Street:  Ba Pasar Seni Jln Hang Kasturi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032274-6828', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",Ba Pasar Seni Jln Hang Kasturi,Kuala Lumpur,Wilayah Persekutuan,032274-6828,50050,+60,Malaysia,"Ba Pasar Seni Jln Hang Kasturi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  3095 Jln Goh Hock Huat Kampung Sungai Pinang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033343-1088', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",3095 Jln Goh Hock Huat Kampung Sungai Pinang,Klang,Selangor,033343-1088,41400,+60,Malaysia,"3095 Jln Goh Hock Huat Kampung Sungai Pinang, Klang, Selangor"
"['Street:  2 Ltg Sungai Keramat 7C Taman Utama Rantau Panjang Rantau Panjang Kelantan 4210', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033291-4218', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']",2 Ltg Sungai Keramat 7C Taman Utama Rantau Panjang Rantau Panjang Kelantan 4210,Klang,Selangor,033291-4218,42100,+60,Malaysia,"2 Ltg Sungai Keramat 7C Taman Utama Rantau Panjang Rantau Panjang Kelantan 4210, Klang, Selangor"
"['Street:  No 18 Block B Jalan Subang 3', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 5632515', 'Zip code  47610', 'Country calling code  +60', 'Country  Malaysia']",No 18 Block B Jalan Subang 3,Subang Jaya,Selangor,(603) 5632515,47610,+60,Malaysia,"No 18 Block B Jalan Subang 3, Subang Jaya, Selangor"
"['Street:  5Th Floor Lppkn Jln Raja Laut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032692-8630', 'Zip code  50350', 'Country calling code  +60', 'Country  Malaysia']",5Th Floor Lppkn Jln Raja Laut,Kuala Lumpur,Wilayah Persekutuan,032692-8630,50350,+60,Malaysia,"5Th Floor Lppkn Jln Raja Laut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  392A', 'City:  Taman Bunga Raya', 'State/province/area:    Bukit Beruang', 'Phone number  06-232-1723', 'Zip code  75450', 'Country calling code  +60', 'Country  Malaysia']",392A,City:  Taman Bunga Raya,Bukit Beruang,06-232-1723,75450,+60,Malaysia,"392A, City:  Taman Bunga Raya, Bukit Beruang"
"['Street:  Lot 03-46 3/F Times Square 1 Jalan Imbi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21488546', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",Lot 03-46 3/F Times Square 1 Jalan Imbi,Kuala Lumpur,Wilayah Persekutuan,(603) 21488546,55100,+60,Malaysia,"Lot 03-46 3/F Times Square 1 Jalan Imbi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 39 Jln 2/114A Taman Indrahana', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037980-1849', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",2 39 Jln 2/114A Taman Indrahana,Kuala Lumpur,Wilayah Persekutuan,037980-1849,58200,+60,Malaysia,"2 39 Jln 2/114A Taman Indrahana, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 11', 'City:   Jalan Selat', 'State/province/area:    Taman Selat', 'Phone number  04-331-3399', 'Zip code  12000', 'Country calling code  +60', 'Country  Malaysia']",No. 11,Jalan Selat,Taman Selat,04-331-3399,12000,+60,Malaysia,"No. 11, Jalan Selat, Taman Selat"
"['Street:  Lg Ue3 Shopping Complex Jln Loke Yew Taman Miharja Ma', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039200-3258', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",Lg Ue3 Shopping Complex Jln Loke Yew Taman Miharja Ma,Kuala Lumpur,Wilayah Persekutuan,039200-3258,55200,+60,Malaysia,"Lg Ue3 Shopping Complex Jln Loke Yew Taman Miharja Ma, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5241 & 2 Jln Genting Kelang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034022-4939', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",5241 & 2 Jln Genting Kelang,Kuala Lumpur,Wilayah Persekutuan,034022-4939,53300,+60,Malaysia,"5241 & 2 Jln Genting Kelang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  58 Jln Pingai Taman Pelangi', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07333-1275', 'Zip code  80400', 'Country calling code  +60', 'Country  Malaysia']",58 Jln Pingai Taman Pelangi,Johor Bahru,Johor,07333-1275,80400,+60,Malaysia,"58 Jln Pingai Taman Pelangi, Johor Bahru, Johor"
"['Street:  47 Jln 8/152 Taman Perindustrian O.U.G.', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037783-1817', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",47 Jln 8/152 Taman Perindustrian O.U.G.,Kuala Lumpur,Wilayah Persekutuan,037783-1817,58200,+60,Malaysia,"47 Jln 8/152 Taman Perindustrian O.U.G., Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Tiram 9, Taman Perindustrian Tiram,', 'City:   Ulu Tiram', 'State/province/area:    Johor', 'Phone number  +60 (0)7 353-8090', 'Zip code  81800', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tiram 9, Taman Perindustrian Tiram,",Ulu Tiram,Johor,+60 (0)7 353-8090,81800,+60,Malaysia,"Jalan Tiram 9, Taman Perindustrian Tiram,, Ulu Tiram, Johor"
"['Street:  No. 24 Jln Tan Hiok Nee', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07224-3236', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",No. 24 Jln Tan Hiok Nee,Johor Bahru,Johor,07224-3236,80000,+60,Malaysia,"No. 24 Jln Tan Hiok Nee, Johor Bahru, Johor"
"['Street:  Jalan Petaling, Kuala Lumpur.,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-20701261', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Petaling, Kuala Lumpur.,",Kuala Lumpur,Wilayah Persekutuan,03-20701261,50000,+60,Malaysia,"Jalan Petaling, Kuala Lumpur.,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  16 Jln Cendana 3/13B Seksyen 3 Shah Alam Shah Alam', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  603-55136590', 'Zip code  40000', 'Country calling code  +60', 'Country  Malaysia']",16 Jln Cendana 3/13B Seksyen 3 Shah Alam Shah Alam,Shah Alam,Selangor,603-55136590,40000,+60,Malaysia,"16 Jln Cendana 3/13B Seksyen 3 Shah Alam Shah Alam, Shah Alam, Selangor"
"['Street:  A Lrg Setia 1A Taman Setia', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  035161-5655', 'Zip code  42450', 'Country calling code  +60', 'Country  Malaysia']",A Lrg Setia 1A Taman Setia,Klang,Selangor,035161-5655,42450,+60,Malaysia,"A Lrg Setia 1A Taman Setia, Klang, Selangor"
"['Street:  Jalan Semenyih', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038737-7857', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",Jalan Semenyih,Kajang,Selangor,038737-7857,43000,+60,Malaysia,"Jalan Semenyih, Kajang, Selangor"
"['Street:  61 Lrg Rahim Kajai 13 Taman Tun Dr Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037725-6691', 'Zip code  60000', 'Country calling code  +60', 'Country  Malaysia']",61 Lrg Rahim Kajai 13 Taman Tun Dr Ismail,Kuala Lumpur,Wilayah Persekutuan,037725-6691,60000,+60,Malaysia,"61 Lrg Rahim Kajai 13 Taman Tun Dr Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  C 116 Jln Tuanku Abdul Rahman', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-4419', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",C 116 Jln Tuanku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,032698-4419,50100,+60,Malaysia,"C 116 Jln Tuanku Abdul Rahman, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  8A-6-2 Sentul Park', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 3667074', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",8A-6-2 Sentul Park,Kuala Lumpur,Wilayah Persekutuan,(603) 3667074,51000,+60,Malaysia,"8A-6-2 Sentul Park, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2A 6 Mdn Bukit Permai Satu Taman Bukit Permai Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034297-4654', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",2A 6 Mdn Bukit Permai Satu Taman Bukit Permai Malaysi,Kuala Lumpur,Wilayah Persekutuan,034297-4654,56100,+60,Malaysia,"2A 6 Mdn Bukit Permai Satu Taman Bukit Permai Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Setion 2, Wangsa Maju Kuala Lumpur,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  017-3339145', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']","Setion 2, Wangsa Maju Kuala Lumpur,",Kuala Lumpur,Wilayah Persekutuan,017-3339145,53300,+60,Malaysia,"Setion 2, Wangsa Maju Kuala Lumpur,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  8836 G Jln Sekama Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-5045', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",8836 G Jln Sekama Kuching,Kuching,Sarawak,08234-5045,93300,+60,Malaysia,"8836 G Jln Sekama Kuching, Kuching, Sarawak"
"['Street:  Jalan Nipah 4, Pandamaran, Port', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-3168-4452', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Nipah 4, Pandamaran, Port",Klang,Selangor,03-3168-4452,42000,+60,Malaysia,"Jalan Nipah 4, Pandamaran, Port, Klang, Selangor"
"['Street:  No. 116 Taman Sri Dagang Jalan Abang Galau', 'City:   Bintulu', 'State/province/area:    Sarawak', 'Phone number  6086335131', 'Zip code  97000', 'Country calling code  +60', 'Country  Malaysia']",No. 116 Taman Sri Dagang Jalan Abang Galau,Bintulu,Sarawak,6086335131,97000,+60,Malaysia,"No. 116 Taman Sri Dagang Jalan Abang Galau, Bintulu, Sarawak"
"['Street:  53 Jln Pdg Walter Grenier', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032142-8236', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",53 Jln Pdg Walter Grenier,Kuala Lumpur,Wilayah Persekutuan,032142-8236,55100,+60,Malaysia,"53 Jln Pdg Walter Grenier, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9 Hla Perusahaan Kledang Utara 4 Kawasan Perusahaan Menglembu', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05282-7929', 'Zip code  31450', 'Country calling code  +60', 'Country  Malaysia']",9 Hla Perusahaan Kledang Utara 4 Kawasan Perusahaan Menglembu,Ipoh,Perak,05282-7929,31450,+60,Malaysia,"9 Hla Perusahaan Kledang Utara 4 Kawasan Perusahaan Menglembu, Ipoh, Perak"
"['Street:  2 213 B Jln Bandar 2 Taman Melawati Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034101-1250', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",2 213 B Jln Bandar 2 Taman Melawati Hulu,Klang,Selangor,034101-1250,53100,+60,Malaysia,"2 213 B Jln Bandar 2 Taman Melawati Hulu, Klang, Selangor"
"['Street:  20 Jalan Medan 6 Dandar Baru Medan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  03549-9049', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",20 Jalan Medan 6 Dandar Baru Medan,Ipoh,Perak,03549-9049,31400,+60,Malaysia,"20 Jalan Medan 6 Dandar Baru Medan, Ipoh, Perak"
"['Street:  Jalan Kebun, Seksyen 36,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5124-9118', 'Zip code  40470', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kebun, Seksyen 36,",Shah Alam,Selangor,+60 (0)3 5124-9118,40470,+60,Malaysia,"Jalan Kebun, Seksyen 36,, Shah Alam, Selangor"
"['Street:  19 Jalan Bukit Cagar', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07221-6372', 'Zip code  80300', 'Country calling code  +60', 'Country  Malaysia']",19 Jalan Bukit Cagar,Johor Bahru,Johor,07221-6372,80300,+60,Malaysia,"19 Jalan Bukit Cagar, Johor Bahru, Johor"
"['Street:  1 2 Jln 5/91A Taman Shamelin Perkasa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039205-1254', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",1 2 Jln 5/91A Taman Shamelin Perkasa,Kuala Lumpur,Wilayah Persekutuan,039205-1254,56100,+60,Malaysia,"1 2 Jln 5/91A Taman Shamelin Perkasa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G 35 Jln Dr Krishnan', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-3745', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",G 35 Jln Dr Krishnan,Seremban,Negeri Sembilan,06762-3745,70000,+60,Malaysia,"G 35 Jln Dr Krishnan, Seremban, Negeri Sembilan"
"['Street:  Jalan U/p 1/5, Taman Ukay Perdana,', 'City:   Ampang', 'State/province/area:    Selangor', 'Phone number  +60 (0)4 642-9126', 'Zip code  68000', 'Country calling code  +60', 'Country  Malaysia']","Jalan U/p 1/5, Taman Ukay Perdana,",Ampang,Selangor,+60 (0)4 642-9126,68000,+60,Malaysia,"Jalan U/p 1/5, Taman Ukay Perdana,, Ampang, Selangor"
"['Street:  58 Jln Sultan Yussof', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05242-7394', 'Zip code  30000', 'Country calling code  +60', 'Country  Malaysia']",58 Jln Sultan Yussof,Ipoh,Perak,05242-7394,30000,+60,Malaysia,"58 Jln Sultan Yussof, Ipoh, Perak"
"['Street:  A 171 Jln San Peng', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039222-9376', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",A 171 Jln San Peng,Kuala Lumpur,Wilayah Persekutuan,039222-9376,55200,+60,Malaysia,"A 171 Jln San Peng, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 351 Taman Yoon Fook', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  606767-7728', 'Zip code  70450', 'Country calling code  +60', 'Country  Malaysia']",No. 351 Taman Yoon Fook,Seremban,Negeri Sembilan,606767-7728,70450,+60,Malaysia,"No. 351 Taman Yoon Fook, Seremban, Negeri Sembilan"
"['Street:  No. 16 Jln Lau Ek Ching', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  605-2543525', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",No. 16 Jln Lau Ek Ching,City:  Ipoh,Perak,605-2543525,30300,+60,Malaysia,"No. 16 Jln Lau Ek Ching, City:  Ipoh, Perak"
"['Street:  3 A Jalan Dedap 6 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3512827', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",3 A Jalan Dedap 6 Taman Jaya,Johor Bahru,Johor,(607) 3512827,81100,+60,Malaysia,"3 A Jalan Dedap 6 Taman Jaya, Johor Bahru, Johor"
"['Street:  Suria Business Park, Damansara Damai,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  0361574696', 'Zip code  47830', 'Country calling code  +60', 'Country  Malaysia']","Suria Business Park, Damansara Damai,",Petaling Jaya,Selangor,0361574696,47830,+60,Malaysia,"Suria Business Park, Damansara Damai,, Petaling Jaya, Selangor"
"['Street:  Low Yat Plaza, Jalan Bukit Bintang,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2144-3050', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']","Low Yat Plaza, Jalan Bukit Bintang,",Kuala Lumpur,Wilayah Persekutuan,03-2144-3050,55100,+60,Malaysia,"Low Yat Plaza, Jalan Bukit Bintang,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Anggerik Morkara 31/53, Kota Kemuning,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5121-1096', 'Zip code  40460', 'Country calling code  +60', 'Country  Malaysia']","Jalan Anggerik Morkara 31/53, Kota Kemuning,",Shah Alam,Selangor,+60 (0)3 5121-1096,40460,+60,Malaysia,"Jalan Anggerik Morkara 31/53, Kota Kemuning,, Shah Alam, Selangor"
"['Street:  12 Lkk Lahat Falim', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05282-3771', 'Zip code  30200', 'Country calling code  +60', 'Country  Malaysia']",12 Lkk Lahat Falim,Ipoh,Perak,05282-3771,30200,+60,Malaysia,"12 Lkk Lahat Falim, Ipoh, Perak"
"['Street:  A 29 Jln Jintan Manis Taman Supreme', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039131-7613', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",A 29 Jln Jintan Manis Taman Supreme,Kuala Lumpur,Wilayah Persekutuan,039131-7613,56100,+60,Malaysia,"A 29 Jln Jintan Manis Taman Supreme, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 78 Jln Ss2/72 Ss2 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037957-6817', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']",2 78 Jln Ss2/72 Ss2 Petaling Jaya,Petaling Jaya,Selangor,037957-6817,47300,+60,Malaysia,"2 78 Jln Ss2/72 Ss2 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  240 Jalan Kulim', 'City:   Bukit Mertajam', 'State/province/area:    Pulau Pinang', 'Phone number  6045380359', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",240 Jalan Kulim,Bukit Mertajam,Pulau Pinang,6045380359,14000,+60,Malaysia,"240 Jalan Kulim, Bukit Mertajam, Pulau Pinang"
"['Street:  1 Hui Sing Gdn Commercial Centre 172 Lrg 3 Off Jalan Stampin Barat Taman Hui Sing Kuching Saraw', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08246-1877', 'Zip code  93350', 'Country calling code  +60', 'Country  Malaysia']",1 Hui Sing Gdn Commercial Centre 172 Lrg 3 Off Jalan Stampin Barat Taman Hui Sing Kuching Saraw,Kuching,Sarawak,08246-1877,93350,+60,Malaysia,"1 Hui Sing Gdn Commercial Centre 172 Lrg 3 Off Jalan Stampin Barat Taman Hui Sing Kuching Saraw, Kuching, Sarawak"
"['Street:  1 Jalan Kledang Raya 23 Taman Malcop', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5284712', 'Zip code  30100', 'Country calling code  +60', 'Country  Malaysia']",1 Jalan Kledang Raya 23 Taman Malcop,Ipoh,Perak,(605) 5284712,30100,+60,Malaysia,"1 Jalan Kledang Raya 23 Taman Malcop, Ipoh, Perak"
"['Street:  1St Floor Wisma Ocm Jalan Hang Jebat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-5026', 'Zip code  50150', 'Country calling code  +60', 'Country  Malaysia']",1St Floor Wisma Ocm Jalan Hang Jebat,Kuala Lumpur,Wilayah Persekutuan,032078-5026,50150,+60,Malaysia,"1St Floor Wisma Ocm Jalan Hang Jebat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Cenderasari', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2698-9285', 'Zip code  50646', 'Country calling code  +60', 'Country  Malaysia']",Jalan Cenderasari,Kuala Lumpur,Wilayah Persekutuan,03-2698-9285,50646,+60,Malaysia,"Jalan Cenderasari, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  57A Jln Daud Kampung Bahru', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-6732', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",57A Jln Daud Kampung Bahru,Kuala Lumpur,Wilayah Persekutuan,032698-6732,50300,+60,Malaysia,"57A Jln Daud Kampung Bahru, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2103 JLN GOMBAK BATU 4', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034023-2154', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",2103 JLN GOMBAK BATU 4,Kuala Lumpur,Wilayah Persekutuan,034023-2154,53000,+60,Malaysia,"2103 JLN GOMBAK BATU 4, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 44 2Nd Floor Jln 11/55A Taman Setiawangsa Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034257-9879', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",No. 44 2Nd Floor Jln 11/55A Taman Setiawangsa Hulu,Klang,Selangor,034257-9879,54200,+60,Malaysia,"No. 44 2Nd Floor Jln 11/55A Taman Setiawangsa Hulu, Klang, Selangor"
"['Street:  12 Jalan Tandang', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7281-1972', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']",12 Jalan Tandang,Petaling Jaya,Selangor,+60 (0)3 7281-1972,46050,+60,Malaysia,"12 Jalan Tandang, Petaling Jaya, Selangor"
"['Street:  666-B/1', 'City:  Jalan Bukit Melaka', 'State/province/area:    Bukit Beruang', 'Phone number  06-231-2629', 'Zip code  75450', 'Country calling code  +60', 'Country  Malaysia']",666-B/1,City:  Jalan Bukit Melaka,Bukit Beruang,06-231-2629,75450,+60,Malaysia,"666-B/1, City:  Jalan Bukit Melaka, Bukit Beruang"
"['Street:  No. 4, Jalan Mewah Ria 1/2,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07-238-8378', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']","No. 4, Jalan Mewah Ria 1/2,",Johor Bahru,Johor,07-238-8378,81300,+60,Malaysia,"No. 4, Jalan Mewah Ria 1/2,, Johor Bahru, Johor"
"['Street:  G 98C Jln Sekama Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08233-0339', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",G 98C Jln Sekama Kuching,Kuching,Sarawak,08233-0339,93300,+60,Malaysia,"G 98C Jln Sekama Kuching, Kuching, Sarawak"
"['Street:  1502 Jalan 17 Kawasan 10 Jalan Kapar Pandamaran Port', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 3654467', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",1502 Jalan 17 Kawasan 10 Jalan Kapar Pandamaran Port,Klang,Selangor,(603) 3654467,42000,+60,Malaysia,"1502 Jalan 17 Kawasan 10 Jalan Kapar Pandamaran Port, Klang, Selangor"
"['Street:  37 Jalan Melayu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-6988', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",37 Jalan Melayu,Kuala Lumpur,Wilayah Persekutuan,032698-6988,51000,+60,Malaysia,"37 Jalan Melayu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9th Floor, Wisma Uoa Ii, Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  21-2166 2321', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']","9th Floor, Wisma Uoa Ii, Kuala Lumpur",Kuala Lumpur,Wilayah Persekutuan,21-2166 2321,50450,+60,Malaysia,"9th Floor, Wisma Uoa Ii, Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Blok A Damansara Intan, Jln Ss20/27, Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7726 5363', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']","Blok A Damansara Intan, Jln Ss20/27, Petaling Jaya",Petaling Jaya,Selangor,03-7726 5363,47400,+60,Malaysia,"Blok A Damansara Intan, Jln Ss20/27, Petaling Jaya, Petaling Jaya, Selangor"
