Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  Jalan Besar Permatang Tinggi, Taman Perindustrian Ringan Usaha Jaya,', 'City:   Bukit Mertajam', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)3 5183-6883', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Besar Permatang Tinggi, Taman Perindustrian Ringan Usaha Jaya,",Bukit Mertajam,Pulau Pinang,+60 (0)3 5183-6883,14000,+60,Malaysia,"Jalan Besar Permatang Tinggi, Taman Perindustrian Ringan Usaha Jaya,, Bukit Mertajam, Pulau Pinang"
"['Street:  Jalan Desa Jaya, Taman Desa,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-7983-5290', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Desa Jaya, Taman Desa,",Kuala Lumpur,Wilayah Persekutuan,03-7983-5290,58100,+60,Malaysia,"Jalan Desa Jaya, Taman Desa,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  41 Mdn Tasek Kawasan Perindustrian Tasek', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05547-7893', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",41 Mdn Tasek Kawasan Perindustrian Tasek,Ipoh,Perak,05547-7893,31400,+60,Malaysia,"41 Mdn Tasek Kawasan Perindustrian Tasek, Ipoh, Perak"
"['Street:  .Nasr City, Cairo Nasr City Serag Mall2 Gate 04 Aap, 36 Cairo', 'City:   Jhr', 'State/province/area:    Kuala Lumpur', 'Phone number  +2-0101432282', 'Zip code  11471', 'Country calling code  +60', 'Country  Malaysia']",".Nasr City, Cairo Nasr City Serag Mall2 Gate 04 Aap, 36 Cairo",Jhr,Kuala Lumpur,+2-0101432282,11471,+60,Malaysia,".Nasr City, Cairo Nasr City Serag Mall2 Gate 04 Aap, 36 Cairo, Jhr, Kuala Lumpur"
"['Street:  Jalan Berkat 3, Taman Malim Jaya,', 'City:   Melaka', 'State/province/area:    Melaka', 'Phone number  +60 (0)6 334-5948', 'Zip code  75250', 'Country calling code  +60', 'Country  Malaysia']","Jalan Berkat 3, Taman Malim Jaya,",Melaka,Melaka,+60 (0)6 334-5948,75250,+60,Malaysia,"Jalan Berkat 3, Taman Malim Jaya,, Melaka, Melaka"
"['Street:  2nd Floor, Jln Metro Perdana Barat 1, Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-6257 4424', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']","2nd Floor, Jln Metro Perdana Barat 1, Kuala Lumpur",Kuala Lumpur,Wilayah Persekutuan,03-6257 4424,52100,+60,Malaysia,"2nd Floor, Jln Metro Perdana Barat 1, Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  52 Jalan TS 6/5 Taman Industri Subang', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56314966', 'Zip code  47510', 'Country calling code  +60', 'Country  Malaysia']",52 Jalan TS 6/5 Taman Industri Subang,Subang Jaya,Selangor,(603) 56314966,47510,+60,Malaysia,"52 Jalan TS 6/5 Taman Industri Subang, Subang Jaya, Selangor"
"['Street:  Lot 42 Seksyen 46 Jalan Ban Hock', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  6082230329', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",Lot 42 Seksyen 46 Jalan Ban Hock,Kuching,Sarawak,6082230329,93100,+60,Malaysia,"Lot 42 Seksyen 46 Jalan Ban Hock, Kuching, Sarawak"
"['Street:  Tingkat 1 Kiri Blok 8A Kompleks Pejabat Kerajaan Jalan Duta', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036201-2537', 'Zip code  50600', 'Country calling code  +60', 'Country  Malaysia']",Tingkat 1 Kiri Blok 8A Kompleks Pejabat Kerajaan Jalan Duta,Kuala Lumpur,Wilayah Persekutuan,036201-2537,50600,+60,Malaysia,"Tingkat 1 Kiri Blok 8A Kompleks Pejabat Kerajaan Jalan Duta, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  4 Blok C Glomac Buss Centre Jln Ss6/1 Ss6 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037804-6657', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",4 Blok C Glomac Buss Centre Jln Ss6/1 Ss6 Petaling Jaya,Petaling Jaya,Selangor,037804-6657,47301,+60,Malaysia,"4 Blok C Glomac Buss Centre Jln Ss6/1 Ss6 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  19 Central Plaza 34 Jln Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-1305', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",19 Central Plaza 34 Jln Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,032148-1305,50250,+60,Malaysia,"19 Central Plaza 34 Jln Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 1088', 'City:  Ground Floor', 'State/province/area:    Jalan Merpati', 'Phone number  085-42-6650', 'Zip code  98000', 'Country calling code  +60', 'Country  Malaysia']",Lot 1088,City:  Ground Floor,Jalan Merpati,085-42-6650,98000,+60,Malaysia,"Lot 1088, City:  Ground Floor, Jalan Merpati"
"['Street:  Jalan Kristal 3/2, Taman Kristal Fasa 2,', 'City:   Sungai Petani', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 431-0535', 'Zip code  08000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kristal 3/2, Taman Kristal Fasa 2,",Sungai Petani,Kedah,+60 (0)4 431-0535,08000,+60,Malaysia,"Jalan Kristal 3/2, Taman Kristal Fasa 2,, Sungai Petani, Kedah"
"['Street:  No. 3 Jalan Pjs 11/15, Banadar Sunway,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 2162-0274', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']","No. 3 Jalan Pjs 11/15, Banadar Sunway,",Petaling Jaya,Selangor,+60 (0)3 2162-0274,46150,+60,Malaysia,"No. 3 Jalan Pjs 11/15, Banadar Sunway,, Petaling Jaya, Selangor"
"['Street:  1 Kompleks Pertama Jln Tuanku Abdul Rahman', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (662) 26988162', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",1 Kompleks Pertama Jln Tuanku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,(662) 26988162,50100,+60,Malaysia,"1 Kompleks Pertama Jln Tuanku Abdul Rahman, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  KOMP PASAR BESAR (K/BERKUNCI) GP/020 JLN MERU', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033342-1199', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",KOMP PASAR BESAR (K/BERKUNCI) GP/020 JLN MERU,Klang,Selangor,033342-1199,41050,+60,Malaysia,"KOMP PASAR BESAR (K/BERKUNCI) GP/020 JLN MERU, Klang, Selangor"
"['Street:  Batu 14, Jalan Puchong,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8062-1644', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Batu 14, Jalan Puchong,",Puchong,Selangor,+60 (0)3 8062-1644,47100,+60,Malaysia,"Batu 14, Jalan Puchong,, Puchong, Selangor"
"['Street:  G Bangunan Sri Kinta Jln Sultan Idris Shah', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 2551046', 'Zip code  30000', 'Country calling code  +60', 'Country  Malaysia']",G Bangunan Sri Kinta Jln Sultan Idris Shah,Ipoh,Perak,(605) 2551046,30000,+60,Malaysia,"G Bangunan Sri Kinta Jln Sultan Idris Shah, Ipoh, Perak"
"['Street:  Block E2, Jalan PJU 1/42A Dataran Prima,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603 7805 1159', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Block E2, Jalan PJU 1/42A Dataran Prima,",Petaling Jaya,Selangor,603 7805 1159,47301,+60,Malaysia,"Block E2, Jalan PJU 1/42A Dataran Prima,, Petaling Jaya, Selangor"
"['Street:  8A-6-2 Sentul Park', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 3667064', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",8A-6-2 Sentul Park,Kuala Lumpur,Wilayah Persekutuan,(603) 3667064,51000,+60,Malaysia,"8A-6-2 Sentul Park, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2A Lrg Ang Seng 2', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032272-4446', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",2A Lrg Ang Seng 2,Kuala Lumpur,Wilayah Persekutuan,032272-4446,50470,+60,Malaysia,"2A Lrg Ang Seng 2, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Kamaruddin Isa, Fair Park,', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05-548-3348', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kamaruddin Isa, Fair Park,",Ipoh,Perak,05-548-3348,31400,+60,Malaysia,"Jalan Kamaruddin Isa, Fair Park,, Ipoh, Perak"
"['Street:  23-3 Jalan Usj 1/1B, Regalia Business Centre,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 4025-1540', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","23-3 Jalan Usj 1/1B, Regalia Business Centre,",Subang Jaya,Selangor,+60 (0)3 4025-1540,47500,+60,Malaysia,"23-3 Jalan Usj 1/1B, Regalia Business Centre,, Subang Jaya, Selangor"
"['Street:  no. 8 Lrg Gemilang Dua tmn gemilang', 'City:   Penang', 'State/province/area:    Bukit Mertajam', 'Phone number  04-3985554', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",no. 8 Lrg Gemilang Dua tmn gemilang,Penang,Bukit Mertajam,04-3985554,14000,+60,Malaysia,"no. 8 Lrg Gemilang Dua tmn gemilang, Penang, Bukit Mertajam"
"['Street:  229G Jln Burma Georgetown', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  6042274465', 'Zip code  10050', 'Country calling code  +60', 'Country  Malaysia']",229G Jln Burma Georgetown,Georgetown,Pulau Pinang,6042274465,10050,+60,Malaysia,"229G Jln Burma Georgetown, Georgetown, Pulau Pinang"
"['Street:  35 Jalan Brunei Barat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-2035', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",35 Jalan Brunei Barat,Kuala Lumpur,Wilayah Persekutuan,032141-2035,55100,+60,Malaysia,"35 Jalan Brunei Barat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  152A Jln Kampung Tabuan Melayu Kampung Tabuan Hilir Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08236-9495', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",152A Jln Kampung Tabuan Melayu Kampung Tabuan Hilir Kuching,Kuching,Sarawak,08236-9495,93450,+60,Malaysia,"152A Jln Kampung Tabuan Melayu Kampung Tabuan Hilir Kuching, Kuching, Sarawak"
"['Street:  12 Bloka2 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037877-3529', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']",12 Bloka2 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya Petaling Jaya,Petaling Jaya,Selangor,037877-3529,47300,+60,Malaysia,"12 Bloka2 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  8 Majestic Square 813 Jln Othman Seksyen 3 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037783-6131', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",8 Majestic Square 813 Jln Othman Seksyen 3 Petaling Jaya,Petaling Jaya,Selangor,037783-6131,46000,+60,Malaysia,"8 Majestic Square 813 Jln Othman Seksyen 3 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  10, Jalan 51A/223,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60379570080', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']","10, Jalan 51A/223,",Petaling Jaya,Selangor,60379570080,46100,+60,Malaysia,"10, Jalan 51A/223,, Petaling Jaya, Selangor"
"['Street:  No. 642-2, Jalan Sentul,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4044-1976', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']","No. 642-2, Jalan Sentul,",Kuala Lumpur,Wilayah Persekutuan,03-4044-1976,51000,+60,Malaysia,"No. 642-2, Jalan Sentul,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  28 Jln Kangkar Tebrau Taman Bunga Ros', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07354-4961', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",28 Jln Kangkar Tebrau Taman Bunga Ros,Johor Bahru,Johor,07354-4961,81100,+60,Malaysia,"28 Jln Kangkar Tebrau Taman Bunga Ros, Johor Bahru, Johor"
"['Street:  14D Jalan K Kangsar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05506-2659', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",14D Jalan K Kangsar,Ipoh,Perak,05506-2659,30010,+60,Malaysia,"14D Jalan K Kangsar, Ipoh, Perak"
"['Street:  Lot 209-340 Jalan Gombak Batu 4', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 4027585', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",Lot 209-340 Jalan Gombak Batu 4,Kuala Lumpur,Wilayah Persekutuan,(603) 4027585,53000,+60,Malaysia,"Lot 209-340 Jalan Gombak Batu 4, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5 JLN 3/33B OFF JLN KEPONG BT 6 1/2', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036252-3345', 'Zip code  52000', 'Country calling code  +60', 'Country  Malaysia']",5 JLN 3/33B OFF JLN KEPONG BT 6 1/2,Kuala Lumpur,Wilayah Persekutuan,036252-3345,52000,+60,Malaysia,"5 JLN 3/33B OFF JLN KEPONG BT 6 1/2, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Desa Business Park, Taman Desa,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-7982-7985', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']","Desa Business Park, Taman Desa,",Kuala Lumpur,Wilayah Persekutuan,03-7982-7985,58100,+60,Malaysia,"Desa Business Park, Taman Desa,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 101 Blok A Fas Business Avenue Jln Perbandaran Ss7 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60378052231', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",No. 101 Blok A Fas Business Avenue Jln Perbandaran Ss7 Petaling Jaya,Petaling Jaya,Selangor,60378052231,47301,+60,Malaysia,"No. 101 Blok A Fas Business Avenue Jln Perbandaran Ss7 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  P. O. BOX', 'City:   Lahad Datu', 'State/province/area:    Sabah', 'Phone number  089-866082', 'Zip code  61936', 'Country calling code  +60', 'Country  Malaysia']",P. O. BOX,Lahad Datu,Sabah,089-866082,61936,+60,Malaysia,"P. O. BOX, Lahad Datu, Sabah"
"['Street:  Taman Wangsa Permai , , Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  168023641', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']","Taman Wangsa Permai , , Damansara",Kuala Lumpur,Wilayah Persekutuan,168023641,52200,+60,Malaysia,"Taman Wangsa Permai , , Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2691 Jln Cinta Alam Country Heights Kajang', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  60387372277', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",2691 Jln Cinta Alam Country Heights Kajang,Kajang,Selangor,60387372277,43000,+60,Malaysia,"2691 Jln Cinta Alam Country Heights Kajang, Kajang, Selangor"
"['Street:  11 Jalan Bk 2/10A Bandar Kinrara Wilayah Perseketuan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  038076-8394', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",11 Jalan Bk 2/10A Bandar Kinrara Wilayah Perseketuan,Kuala Lumpur,Wilayah Persekutuan,038076-8394,58200,+60,Malaysia,"11 Jalan Bk 2/10A Bandar Kinrara Wilayah Perseketuan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Masjid Nurul Ehsan Jln Pjs 2C/11 Kampung Medan Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037784-1540', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",Masjid Nurul Ehsan Jln Pjs 2C/11 Kampung Medan Petaling Jaya,Petaling Jaya,Selangor,037784-1540,46000,+60,Malaysia,"Masjid Nurul Ehsan Jln Pjs 2C/11 Kampung Medan Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Jalan Tun Sambanthan 4, Brickfields,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2274-5627', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tun Sambanthan 4, Brickfields,",Kuala Lumpur,Wilayah Persekutuan,03-2274-5627,50470,+60,Malaysia,"Jalan Tun Sambanthan 4, Brickfields,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Suite 23.4 23Rd Floor Menara Haw Par Jalan Sultan Ismail Ma', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  6032056-6315', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",Suite 23.4 23Rd Floor Menara Haw Par Jalan Sultan Ismail Ma,Kuala Lumpur,Wilayah Persekutuan,6032056-6315,50250,+60,Malaysia,"Suite 23.4 23Rd Floor Menara Haw Par Jalan Sultan Ismail Ma, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 555 A Jln E3/5 Taman Ehsan Kepong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036274-4441', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",No. 555 A Jln E3/5 Taman Ehsan Kepong,Kuala Lumpur,Wilayah Persekutuan,036274-4441,52100,+60,Malaysia,"No. 555 A Jln E3/5 Taman Ehsan Kepong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya', 'City:   Balakong', 'State/province/area:    Selangor', 'Phone number  03-8961 6143', 'Zip code  25998', 'Country calling code  +60', 'Country  Malaysia']","Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya",Balakong,Selangor,03-8961 6143,25998,+60,Malaysia,"Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya, Balakong, Selangor"
"['Street:  9A Jalan Telawi 3 Bangsar Baru Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60322841967', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",9A Jalan Telawi 3 Bangsar Baru Kuala Lumpur,Kuala Lumpur,Wilayah Persekutuan,60322841967,59100,+60,Malaysia,"9A Jalan Telawi 3 Bangsar Baru Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  70 Lrg Jelutong Kaw 5 Taman Selatan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033371-3145', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",70 Lrg Jelutong Kaw 5 Taman Selatan,Klang,Selangor,033371-3145,41200,+60,Malaysia,"70 Lrg Jelutong Kaw 5 Taman Selatan, Klang, Selangor"
"['Street:  1 31 Jln 2/33B Off Jln Kepong Bt 6 1/2', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036250-0646', 'Zip code  52000', 'Country calling code  +60', 'Country  Malaysia']",1 31 Jln 2/33B Off Jln Kepong Bt 6 1/2,Kuala Lumpur,Wilayah Persekutuan,036250-0646,52000,+60,Malaysia,"1 31 Jln 2/33B Off Jln Kepong Bt 6 1/2, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 13 1St Floor Jln Bunga Raya 7 Senawang Business Centre 704', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06678-6053', 'Zip code  70400', 'Country calling code  +60', 'Country  Malaysia']",No. 13 1St Floor Jln Bunga Raya 7 Senawang Business Centre 704,Seremban,Negeri Sembilan,06678-6053,70400,+60,Malaysia,"No. 13 1St Floor Jln Bunga Raya 7 Senawang Business Centre 704, Seremban, Negeri Sembilan"
"['Street:  1-1-12 1St Floor Block 1 Api Api Centre Lorong Api Api 2 Jalan Centre Point', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  6088222883', 'Zip code  88000', 'Country calling code  +60', 'Country  Malaysia']",1-1-12 1St Floor Block 1 Api Api Centre Lorong Api Api 2 Jalan Centre Point,Kota Kinabalu,Sabah,6088222883,88000,+60,Malaysia,"1-1-12 1St Floor Block 1 Api Api Centre Lorong Api Api 2 Jalan Centre Point, Kota Kinabalu, Sabah"
"['Street:  1 Pusat Sumber 2 Jalan Bukit Jalil Taman Tecknologi Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  6038996-2137', 'Zip code  57100', 'Country calling code  +60', 'Country  Malaysia']",1 Pusat Sumber 2 Jalan Bukit Jalil Taman Tecknologi Malaysi,Kuala Lumpur,Wilayah Persekutuan,6038996-2137,57100,+60,Malaysia,"1 Pusat Sumber 2 Jalan Bukit Jalil Taman Tecknologi Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  7571 Jalan Permatang Pauh', 'City:  Butterworth', 'State/province/area:    Penang', 'Phone number  604-3316655', 'Zip code  13400', 'Country calling code  +60', 'Country  Malaysia']",7571 Jalan Permatang Pauh,City:  Butterworth,Penang,604-3316655,13400,+60,Malaysia,"7571 Jalan Permatang Pauh, City:  Butterworth, Penang"
"['Street:  9 Jln Usj 10/1A Taman Seafield Jaya Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035637-7764', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']",9 Jln Usj 10/1A Taman Seafield Jaya Petaling Jaya,Petaling Jaya,Selangor,035637-7764,47620,+60,Malaysia,"9 Jln Usj 10/1A Taman Seafield Jaya Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  81 JLN MUHIBAH TAMAN SERENE', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07221-0424', 'Zip code  80300', 'Country calling code  +60', 'Country  Malaysia']",81 JLN MUHIBAH TAMAN SERENE,Johor Bahru,Johor,07221-0424,80300,+60,Malaysia,"81 JLN MUHIBAH TAMAN SERENE, Johor Bahru, Johor"
"['Street:  Wisma Chase Perdana, Off Jalan Semantan,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2098-4897', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']","Wisma Chase Perdana, Off Jalan Semantan,",Kuala Lumpur,Wilayah Persekutuan,03-2098-4897,50490,+60,Malaysia,"Wisma Chase Perdana, Off Jalan Semantan,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  22D Jln Kolam Air', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034041-0547', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",22D Jln Kolam Air,Kuala Lumpur,Wilayah Persekutuan,034041-0547,51200,+60,Malaysia,"22D Jln Kolam Air, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  16 Jln Air Lombong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034024-0116', 'Zip code  53200', 'Country calling code  +60', 'Country  Malaysia']",16 Jln Air Lombong,Kuala Lumpur,Wilayah Persekutuan,034024-0116,53200,+60,Malaysia,"16 Jln Air Lombong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 Pasaria Jln Raja Bot', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032694-4954', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",1 Pasaria Jln Raja Bot,Kuala Lumpur,Wilayah Persekutuan,032694-4954,50300,+60,Malaysia,"1 Pasaria Jln Raja Bot, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  614 Block B Jalan PJS 8/5 Dataran Mentari', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56363945', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",614 Block B Jalan PJS 8/5 Dataran Mentari,Petaling Jaya,Selangor,(603) 56363945,46150,+60,Malaysia,"614 Block B Jalan PJS 8/5 Dataran Mentari, Petaling Jaya, Selangor"
"['Street:  Jalan Teratai, Taman Sultan Badlishah,', 'City:   Alor Setar', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 732-5829', 'Zip code  05050', 'Country calling code  +60', 'Country  Malaysia']","Jalan Teratai, Taman Sultan Badlishah,",Alor Setar,Kedah,+60 (0)4 732-5829,05050,+60,Malaysia,"Jalan Teratai, Taman Sultan Badlishah,, Alor Setar, Kedah"
"['Street:  1 Wisma Metro Jln Semenyih', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038736-8676', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",1 Wisma Metro Jln Semenyih,Kajang,Selangor,038736-8676,43000,+60,Malaysia,"1 Wisma Metro Jln Semenyih, Kajang, Selangor"
"['Street:  MZ 250D JLN Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  034045-3220', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",MZ 250D JLN Wilayah Persekutuan,Ipoh,Perak,034045-3220,51200,+60,Malaysia,"MZ 250D JLN Wilayah Persekutuan, Ipoh, Perak"
"['Street:  No. 1037 Jln Chempaka Kampung Sungai Kayu Ara', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-4788', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",No. 1037 Jln Chempaka Kampung Sungai Kayu Ara,Petaling Jaya,Selangor,037726-4788,47400,+60,Malaysia,"No. 1037 Jln Chempaka Kampung Sungai Kayu Ara, Petaling Jaya, Selangor"
