Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  35A Jalan Goh Hock Huat Kawasan 18', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33438820', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",35A Jalan Goh Hock Huat Kawasan 18,Klang,Selangor,(603) 33438820,41400,+60,Malaysia,"35A Jalan Goh Hock Huat Kawasan 18, Klang, Selangor"
"['Street:  2-1 Jln Semarak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032693-4595', 'Zip code  54100', 'Country calling code  +60', 'Country  Malaysia']",2-1 Jln Semarak,Kuala Lumpur,Wilayah Persekutuan,032693-4595,54100,+60,Malaysia,"2-1 Jln Semarak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Blok B Jln Ss3/39 Ss3 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037877-2429', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']",Blok B Jln Ss3/39 Ss3 Petaling Jaya,Petaling Jaya,Selangor,037877-2429,47300,+60,Malaysia,"Blok B Jln Ss3/39 Ss3 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  2 9A Jln Pandan Indah 3/3A Taman Pandan Indah Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034291-0436', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",2 9A Jln Pandan Indah 3/3A Taman Pandan Indah Malaysi,Kuala Lumpur,Wilayah Persekutuan,034291-0436,55100,+60,Malaysia,"2 9A Jln Pandan Indah 3/3A Taman Pandan Indah Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Blok D Subang Cold Room Jln Ss13/2 Ss13', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035633-3342', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",Blok D Subang Cold Room Jln Ss13/2 Ss13,Petaling Jaya,Selangor,035633-3342,47500,+60,Malaysia,"Blok D Subang Cold Room Jln Ss13/2 Ss13, Petaling Jaya, Selangor"
"['Street:  168 G Lrg Datuk Abang Abdul Rahim 5 Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08233-3228', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",168 G Lrg Datuk Abang Abdul Rahim 5 Kuching,Kuching,Sarawak,08233-3228,93450,+60,Malaysia,"168 G Lrg Datuk Abang Abdul Rahim 5 Kuching, Kuching, Sarawak"
"['Street:  18 Jalan 6/2 Taman Komersial Pandan Indah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 42966423', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",18 Jalan 6/2 Taman Komersial Pandan Indah,Kuala Lumpur,Wilayah Persekutuan,(603) 42966423,55100,+60,Malaysia,"18 Jalan 6/2 Taman Komersial Pandan Indah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  43 JLN TERATAI 1/2E TAMAN BUKIT TERATAI', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034291-4031', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",43 JLN TERATAI 1/2E TAMAN BUKIT TERATAI,Kuala Lumpur,Wilayah Persekutuan,034291-4031,56100,+60,Malaysia,"43 JLN TERATAI 1/2E TAMAN BUKIT TERATAI, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Sungai Keramat 6, Taman Klang Utama,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 3291-9030', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Sungai Keramat 6, Taman Klang Utama,",Klang,Selangor,+60 (0)3 3291-9030,42100,+60,Malaysia,"Jalan Sungai Keramat 6, Taman Klang Utama,, Klang, Selangor"
"['Street:  30 Jln Hujan Rahmat 3 Taman Overseas Union', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037782-2878', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",30 Jln Hujan Rahmat 3 Taman Overseas Union,Kuala Lumpur,Wilayah Persekutuan,037782-2878,58200,+60,Malaysia,"30 Jln Hujan Rahmat 3 Taman Overseas Union, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  34, Jalan USJ 11/2G, UEP', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  03-56369110 / 012-3704884 (Jenn37', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']","34, Jalan USJ 11/2G, UEP",Subang Jaya,Selangor,03-56369110 / 012-3704884 (Jenn37,47620,+60,Malaysia,"34, Jalan USJ 11/2G, UEP, Subang Jaya, Selangor"
"['Street:  No. 712 Jln Bako Demak Laut Industrial ParkSarawak', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08243-3847', 'Zip code  93050', 'Country calling code  +60', 'Country  Malaysia']",No. 712 Jln Bako Demak Laut Industrial ParkSarawak,Kuching,Sarawak,08243-3847,93050,+60,Malaysia,"No. 712 Jln Bako Demak Laut Industrial ParkSarawak, Kuching, Sarawak"
"['Street:  68', 'City:  Jalan Intan Satu', 'State/province/area:    Puchong Intan Puchong', 'Phone number  03-8060-8059', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']",68,City:  Jalan Intan Satu,Puchong Intan Puchong,03-8060-8059,47100,+60,Malaysia,"68, City:  Jalan Intan Satu, Puchong Intan Puchong"
"['Street:  A 23 Lrg Cungah Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033167-0785', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",A 23 Lrg Cungah Pelabuhan Pelabuhan,Klang,Selangor,033167-0785,42000,+60,Malaysia,"A 23 Lrg Cungah Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  1332-A Off Jalan Bayam', 'City:   Kota Bharu', 'State/province/area:    Kelantan', 'Phone number  6097472331', 'Zip code  15200', 'Country calling code  +60', 'Country  Malaysia']",1332-A Off Jalan Bayam,Kota Bharu,Kelantan,6097472331,15200,+60,Malaysia,"1332-A Off Jalan Bayam, Kota Bharu, Kelantan"
"['Street:  454/533 Jalan -Banting Batu 14 1/2 Jenjarom', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 31912532', 'Zip code  42600', 'Country calling code  +60', 'Country  Malaysia']",454/533 Jalan -Banting Batu 14 1/2 Jenjarom,Klang,Selangor,(603) 31912532,42600,+60,Malaysia,"454/533 Jalan -Banting Batu 14 1/2 Jenjarom, Klang, Selangor"
"['Street:  5 Blok E Diamond Square Jln 3/50 Off Jln Gombak Malay', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034025-2011', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",5 Blok E Diamond Square Jln 3/50 Off Jln Gombak Malay,Kuala Lumpur,Wilayah Persekutuan,034025-2011,53000,+60,Malaysia,"5 Blok E Diamond Square Jln 3/50 Off Jln Gombak Malay, Kuala Lumpur, Wilayah Persekutuan"
"[""Street:  Blok B Phileo D\\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 463"", 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037957-2913', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']",Blok B Phileo D\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 463,Petaling Jaya,Selangor,037957-2913,46350,+60,Malaysia,"Blok B Phileo D\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 463, Petaling Jaya, Selangor"
"['Street:  39 Jalan Rj 6/2 Taman Rasah Jaya', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06631-3269', 'Zip code  70300', 'Country calling code  +60', 'Country  Malaysia']",39 Jalan Rj 6/2 Taman Rasah Jaya,Seremban,Negeri Sembilan,06631-3269,70300,+60,Malaysia,"39 Jalan Rj 6/2 Taman Rasah Jaya, Seremban, Negeri Sembilan"
"['Street:  50 Jln 2A/55A Taman Setiawangsa Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034251-2321', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",50 Jln 2A/55A Taman Setiawangsa Hulu,Klang,Selangor,034251-2321,54200,+60,Malaysia,"50 Jln 2A/55A Taman Setiawangsa Hulu, Klang, Selangor"
"['Street:  1 Blok I Komplek Sentosa Jln Sutera 3 Taman Sentosa', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07335-3932', 'Zip code  80150', 'Country calling code  +60', 'Country  Malaysia']",1 Blok I Komplek Sentosa Jln Sutera 3 Taman Sentosa,Johor Bahru,Johor,07335-3932,80150,+60,Malaysia,"1 Blok I Komplek Sentosa Jln Sutera 3 Taman Sentosa, Johor Bahru, Johor"
"['Street:  2 99 Jln Dato Onn Jaafar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05312-0931', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",2 99 Jln Dato Onn Jaafar,Ipoh,Perak,05312-0931,30300,+60,Malaysia,"2 99 Jln Dato Onn Jaafar, Ipoh, Perak"
"['Street:  Pinggiran Subang, Seksyen U5,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7843-9584', 'Zip code  40150', 'Country calling code  +60', 'Country  Malaysia']","Pinggiran Subang, Seksyen U5,",Shah Alam,Selangor,+60 (0)3 7843-9584,40150,+60,Malaysia,"Pinggiran Subang, Seksyen U5,, Shah Alam, Selangor"
"['Street:  36, Jalan Padungan,', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  6082242391', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']","36, Jalan Padungan,",Kuching,Sarawak,6082242391,93100,+60,Malaysia,"36, Jalan Padungan,, Kuching, Sarawak"
"['Street:  No. 1 Lebuh Kurau 5 Taman Chai Leng Park', 'City:   Perai', 'State/province/area:    Pulau Pinang', 'Phone number  6043991144', 'Zip code  13700', 'Country calling code  +60', 'Country  Malaysia']",No. 1 Lebuh Kurau 5 Taman Chai Leng Park,Perai,Pulau Pinang,6043991144,13700,+60,Malaysia,"No. 1 Lebuh Kurau 5 Taman Chai Leng Park, Perai, Pulau Pinang"
"['Street:  2 9 Jln Molek 1/9 Taman Molek', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07352-8987', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",2 9 Jln Molek 1/9 Taman Molek,Johor Bahru,Johor,07352-8987,81100,+60,Malaysia,"2 9 Jln Molek 1/9 Taman Molek, Johor Bahru, Johor"
"['Street:  10Th Floor Mui Plaza Jln P Ramlee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-6464', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",10Th Floor Mui Plaza Jln P Ramlee,Kuala Lumpur,Wilayah Persekutuan,032148-6464,50250,+60,Malaysia,"10Th Floor Mui Plaza Jln P Ramlee, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  83, Jalan SS 15/5A,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5942-0694', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","83, Jalan SS 15/5A,",Petaling Jaya,Selangor,03-5942-0694,47500,+60,Malaysia,"83, Jalan SS 15/5A,, Petaling Jaya, Selangor"
"['Street:  C 98 Jln Batu Unjur 1 Taman Bayu Perdana', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033323-3257', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",C 98 Jln Batu Unjur 1 Taman Bayu Perdana,Klang,Selangor,033323-3257,41200,+60,Malaysia,"C 98 Jln Batu Unjur 1 Taman Bayu Perdana, Klang, Selangor"
"['Street:  44-3 Jalan Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41414291', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",44-3 Jalan Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,(603) 41414291,50250,+60,Malaysia,"44-3 Jalan Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  11St Floor Plaza Raja Chulan Jln Raja Chulan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-5283', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",11St Floor Plaza Raja Chulan Jln Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,032070-5283,50200,+60,Malaysia,"11St Floor Plaza Raja Chulan Jln Raja Chulan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 4 Psn Stonor', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-7522', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",No. 4 Psn Stonor,Kuala Lumpur,Wilayah Persekutuan,032141-7522,50450,+60,Malaysia,"No. 4 Psn Stonor, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  148 Jln Kuala Kangsar Kaw Perindustrian Vaiva', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05506-3071', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",148 Jln Kuala Kangsar Kaw Perindustrian Vaiva,Ipoh,Perak,05506-3071,30010,+60,Malaysia,"148 Jln Kuala Kangsar Kaw Perindustrian Vaiva, Ipoh, Perak"
"['Street:  Bandar Pinggiran Subang, Subang International Light Industrial Park,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7847-4324', 'Zip code  40150', 'Country calling code  +60', 'Country  Malaysia']","Bandar Pinggiran Subang, Subang International Light Industrial Park,",Shah Alam,Selangor,+60 (0)3 7847-4324,40150,+60,Malaysia,"Bandar Pinggiran Subang, Subang International Light Industrial Park,, Shah Alam, Selangor"
"['Street:  2 8 Jln 4/24D Wangsa Melawati', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034149-6146', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",2 8 Jln 4/24D Wangsa Melawati,Kuala Lumpur,Wilayah Persekutuan,034149-6146,53300,+60,Malaysia,"2 8 Jln 4/24D Wangsa Melawati, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  258, Jalan Ampang,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4258-1047', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']","258, Jalan Ampang,",Kuala Lumpur,Wilayah Persekutuan,03-4258-1047,50450,+60,Malaysia,"258, Jalan Ampang,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 2 Jln Pasar Baru', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039221-7934', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",No. 2 Jln Pasar Baru,Kuala Lumpur,Wilayah Persekutuan,039221-7934,55100,+60,Malaysia,"No. 2 Jln Pasar Baru, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-3897', 'Zip code  47820', 'Country calling code  +60', 'Country  Malaysia']",17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya,Petaling Jaya,Selangor,037726-3897,47820,+60,Malaysia,"17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  263 Mukim Kuah', 'City:   Langkawi', 'State/province/area:    Kedah', 'Phone number  6049663647', 'Zip code  07000', 'Country calling code  +60', 'Country  Malaysia']",263 Mukim Kuah,Langkawi,Kedah,6049663647,07000,+60,Malaysia,"263 Mukim Kuah, Langkawi, Kedah"
"['Street:  42 Jln Hujan Rahmat 3 Taman Overseas Union', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037781-1390', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",42 Jln Hujan Rahmat 3 Taman Overseas Union,Kuala Lumpur,Wilayah Persekutuan,037781-1390,58200,+60,Malaysia,"42 Jln Hujan Rahmat 3 Taman Overseas Union, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Club House Jln 3/109C Taman Abadi Indah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037980-3242', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']",Club House Jln 3/109C Taman Abadi Indah,Kuala Lumpur,Wilayah Persekutuan,037980-3242,58100,+60,Malaysia,"Club House Jln 3/109C Taman Abadi Indah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Suite 1501 1502 15Th Floor Wisma Hang Sam Jalan Hang Lekir', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-3913', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",Suite 1501 1502 15Th Floor Wisma Hang Sam Jalan Hang Lekir,Kuala Lumpur,Wilayah Persekutuan,032078-3913,50000,+60,Malaysia,"Suite 1501 1502 15Th Floor Wisma Hang Sam Jalan Hang Lekir, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2A Jln Au4/1 Taman Sri Keramat Tengah Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034107-0726', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",2A Jln Au4/1 Taman Sri Keramat Tengah Hulu,Klang,Selangor,034107-0726,54200,+60,Malaysia,"2A Jln Au4/1 Taman Sri Keramat Tengah Hulu, Klang, Selangor"
"['Street:  Section 5, Bandar Wangsa Maju,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4142-5217', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']","Section 5, Bandar Wangsa Maju,",Kuala Lumpur,Wilayah Persekutuan,03-4142-5217,53300,+60,Malaysia,"Section 5, Bandar Wangsa Maju,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 38 Jalan E1/4 Taman Ehsan Industrial Park', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  6036274-0716', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",Lot 38 Jalan E1/4 Taman Ehsan Industrial Park,Kuala Lumpur,Wilayah Persekutuan,6036274-0716,52100,+60,Malaysia,"Lot 38 Jalan E1/4 Taman Ehsan Industrial Park, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5 Mui Plaza Jln P Ramlee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032031-6777', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",5 Mui Plaza Jln P Ramlee,Kuala Lumpur,Wilayah Persekutuan,032031-6777,50250,+60,Malaysia,"5 Mui Plaza Jln P Ramlee, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  41 JLN SEROJA 39 TAMAN JOHOR JAYA', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07355-5521', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",41 JLN SEROJA 39 TAMAN JOHOR JAYA,Johor Bahru,Johor,07355-5521,81100,+60,Malaysia,"41 JLN SEROJA 39 TAMAN JOHOR JAYA, Johor Bahru, Johor"
"['Street:  10/F Grand Seasons Avenue Hotel Jln Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 26987797', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",10/F Grand Seasons Avenue Hotel Jln Pahang,Kuala Lumpur,Wilayah Persekutuan,(603) 26987797,53000,+60,Malaysia,"10/F Grand Seasons Avenue Hotel Jln Pahang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  278 A Jalan Gopeng Gunung Rapat', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 3127628', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",278 A Jalan Gopeng Gunung Rapat,Ipoh,Perak,(605) 3127628,31350,+60,Malaysia,"278 A Jalan Gopeng Gunung Rapat, Ipoh, Perak"
"['Street:  2B 2 Jln Badak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039284-2111', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",2B 2 Jln Badak,Kuala Lumpur,Wilayah Persekutuan,039284-2111,55100,+60,Malaysia,"2B 2 Jln Badak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No 29 Jalan Dato Dagang 40', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 51624885', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",No 29 Jalan Dato Dagang 40,Klang,Selangor,(603) 51624885,41200,+60,Malaysia,"No 29 Jalan Dato Dagang 40, Klang, Selangor"
"['Street:  26 Jln Main Bazaar Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08242-4413', 'Zip code  93000', 'Country calling code  +60', 'Country  Malaysia']",26 Jln Main Bazaar Kuching,Kuching,Sarawak,08242-4413,93000,+60,Malaysia,"26 Jln Main Bazaar Kuching, Kuching, Sarawak"
"['Street:  Bangunan MABA, Jalan Hang Jebat, 0', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2078-4910', 'Zip code  56015', 'Country calling code  +60', 'Country  Malaysia']","Bangunan MABA, Jalan Hang Jebat, 0",Kuala Lumpur,Wilayah Persekutuan,03-2078-4910,56015,+60,Malaysia,"Bangunan MABA, Jalan Hang Jebat, 0, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 Mendu Commercial Centre9750 Jln Mendu Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-7883', 'Zip code  93200', 'Country calling code  +60', 'Country  Malaysia']",1 Mendu Commercial Centre9750 Jln Mendu Kuching,Kuching,Sarawak,08234-7883,93200,+60,Malaysia,"1 Mendu Commercial Centre9750 Jln Mendu Kuching, Kuching, Sarawak"
"['Street:  No. 71 Jalan Pasar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  6052535976', 'Zip code  30000', 'Country calling code  +60', 'Country  Malaysia']",No. 71 Jalan Pasar,Ipoh,Perak,6052535976,30000,+60,Malaysia,"No. 71 Jalan Pasar, Ipoh, Perak"
"['Street:  Jalan 16/11, Off Jalan Damansara,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7660-8531', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']","Jalan 16/11, Off Jalan Damansara,",Petaling Jaya,Selangor,03-7660-8531,46350,+60,Malaysia,"Jalan 16/11, Off Jalan Damansara,, Petaling Jaya, Selangor"
"['Street:  4 Jalan Tandang', 'City:  Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-77814433/74444', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']",4 Jalan Tandang,City:  Petaling Jaya,Selangor,03-77814433/74444,46050,+60,Malaysia,"4 Jalan Tandang, City:  Petaling Jaya, Selangor"
"['Street:  4 Lrg Damai 5', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-6734', 'Zip code  55000', 'Country calling code  +60', 'Country  Malaysia']",4 Lrg Damai 5,Kuala Lumpur,Wilayah Persekutuan,032148-6734,55000,+60,Malaysia,"4 Lrg Damai 5, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5333 Jln Tuan Haji Said', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06764-9673', 'Zip code  70100', 'Country calling code  +60', 'Country  Malaysia']",5333 Jln Tuan Haji Said,Seremban,Negeri Sembilan,06764-9673,70100,+60,Malaysia,"5333 Jln Tuan Haji Said, Seremban, Negeri Sembilan"
"['Street:  Balai Serbaguna Pantai Indah Jln Pantai Dalam Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032283-6833', 'Zip code  59200', 'Country calling code  +60', 'Country  Malaysia']",Balai Serbaguna Pantai Indah Jln Pantai Dalam Malaysi,Kuala Lumpur,Wilayah Persekutuan,032283-6833,59200,+60,Malaysia,"Balai Serbaguna Pantai Indah Jln Pantai Dalam Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  6 Menara Maybank 100 Jln Tun Perak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032053-8545', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",6 Menara Maybank 100 Jln Tun Perak,Kuala Lumpur,Wilayah Persekutuan,032053-8545,50050,+60,Malaysia,"6 Menara Maybank 100 Jln Tun Perak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  39 Kampong Chempaka, Sungei Way,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8070-8398', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']","39 Kampong Chempaka, Sungei Way,",Petaling Jaya,Selangor,+60 (0)3 8070-8398,46000,+60,Malaysia,"39 Kampong Chempaka, Sungei Way,, Petaling Jaya, Selangor"
"['Street:  No. 2 Batu 7 1/2, Jalan Ulu Kelang,', 'City:   Ampang', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 6258-0828', 'Zip code  68000', 'Country calling code  +60', 'Country  Malaysia']","No. 2 Batu 7 1/2, Jalan Ulu Kelang,",Ampang,Selangor,+60 (0)3 6258-0828,68000,+60,Malaysia,"No. 2 Batu 7 1/2, Jalan Ulu Kelang,, Ampang, Selangor"
"['Street:  8, Jalan Raja Chulan,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2072-3944', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']","8, Jalan Raja Chulan,",Kuala Lumpur,Wilayah Persekutuan,03-2072-3944,50200,+60,Malaysia,"8, Jalan Raja Chulan,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  11 Jln Kapar Bt 5 Taman Utama', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033290-4125', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']",11 Jln Kapar Bt 5 Taman Utama,Klang,Selangor,033290-4125,42100,+60,Malaysia,"11 Jln Kapar Bt 5 Taman Utama, Klang, Selangor"
"['Street:  Jalan 222, Section 51A,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60379572158', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']","Jalan 222, Section 51A,",Petaling Jaya,Selangor,60379572158,46100,+60,Malaysia,"Jalan 222, Section 51A,, Petaling Jaya, Selangor"
"['Street:  Bangunan Chan She Shu Yuen No. 172 Jalan Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-6547', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",Bangunan Chan She Shu Yuen No. 172 Jalan Petaling,Kuala Lumpur,Wilayah Persekutuan,032070-6547,50000,+60,Malaysia,"Bangunan Chan She Shu Yuen No. 172 Jalan Petaling, Kuala Lumpur, Wilayah Persekutuan"
